kod_pemaju,found,nama_pemaju,emel,telefon,alamat_perniagaan,alamat_daftar,status_pemaju,bilangan_projek,probe_code,projek_nama,negeri,daerah,status_projek
502,no,,,,,,,,,,,,
503,no,,,,,,,,,,,,
504,no,,,,,,,,,,,,
505,yes,TASEK DEVELOPMENT SDN. BHD.,tmrjb@tasekmaju.com.my,07-2320088,"Suite 603-607, 6th Floor, Bangunan Ang, No. 1, Jalan Jeram, Taman Tasek,, 80200, Johor Bahru, Johor","Suite 7e, Level 7, Menara Ansar,65, Jalan Trus,, 80000, Johor Bahru, Johor",Aktif,1,505-1,Taman Tasek,-,-,
506,yes,SIN SOON LEE REALTY COMPANY (M) SENDIRIAN BERHAD,sinsoonlee.realtyco@gmail.com,,"No. 30 & 32, Jalan Perjiranan 4/2, Bandar Dato' Onn, 81100, Batu Pahat, Johor","Suite 5.11 & 5.12, 5th Floor, Menara Tjb, , No.9, Jalan Syed Mohd. Mufti,, 80888, Batu Pahat, Johor",Aktif,7,506-1,Taman Makmur,-,-,
507,no,,,,,,,,,,,,
508,no,,,,,,,,,,,,
509,yes,LEAN FUNG CONSTRUCTION SDN. BHD.,-,04-2611544,"306 & A-306, Weld Quay, Pdc Flats,, 10300, Daerah Timor Laut, Pulau Pinang","Suite 704 & 705, 7th Floor, 11, Lorong Kinta, 10400, Daerah Timor Laut, Pulau Pinang",Aktif,7,509-1,Lean Fung Garden,-,-,
510,no,,,,,,,,,,,,
511,no,,,,,,,,,,,,
512,no,,,,,,,,,,,,
513,no,,,,,,,,,,,,
514,no,,,,,,,,,,,,
515,no,,,,,,,,,,,,
516,no,,,,,,,,,,,,
517,yes,SYARIKAT MAJU JAYA SDN. BHD,chghin@tm.net.my,03-21429188,"4th Flr. Wisma Cheong Hin, 116-118 Jalan Pudu, 55100, Kuala Lumpur, Wp Kuala Lumpur","4th Flr. Wisma Cheong Hin, 116-118 Jalan Pudu, 55100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,517-1,Medan Maju Jaya,Selangor,Petaling ,
518,no,,,,,,,,,,,,
519,no,,,,,,,,,,,,
520,no,,,,,,,,,,,,
521,no,,,,,,,,,,,,
522,no,,,,,,,,,,,,
523,no,,,,,,,,,,,,
524,no,,,,,,,,,,,,
525,no,,,,,,,,,,,,
526,no,,,,,,,,,,,,
527,no,,,,,,,,,,,,
528,no,,,,,,,,,,,,
529,no,,,,,,,,,,,,
530,no,,,,,,,,,,,,
531,no,,,,,,,,,,,,
532,no,,,,,,,,,,,,
533,yes,HENG KEE COMPANY SENDIRIAN BERHAD,-,,"No. 18, Jalan Penchala, 46050, Petaling , Selangor","B-6-16 (suite 1), Block B Ativo Plaza, No.1 Jalan Pju 9/1, Damansara Avenue, Bandar Sri Damansara, 52200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,4,533-1,"Subb Lot 380-437-l0t 30, Bandar Cheras",-,-,
534,no,,,,,,,,,,,,
535,no,,,,,,,,,,,,
536,no,,,,,,,,,,,,
537,no,,,,,,,,,,,,
538,no,,,,,,,,,,,,
539,no,,,,,,,,,,,,
540,no,,,,,,,,,,,,
541,no,,,,,,,,,,,,
542,no,,,,,,,,,,,,
543,no,,,,,,,,,,,,
544,no,,,,,,,,,,,,
545,yes,LEAN TAT DEVELOPMENT CO. SDN. BHD.,leantat@gmail.com,04-2612288,"20, Lebuh Hong Kong, 10100, Daerah Timor Laut, Pulau Pinang","20 Lebuh Hong Kong, 10100, Daerah Timor Laut, Pulau Pinang",Aktif,8,545-1,Lot 1042,-,-,
546,no,,,,,,,,,,,,
547,yes,LAM CHEW DEVELOPMENT SDN. BHD,-,,-,-,Aktif,2,547-1,Taman Han Chiang,-,-,
548,no,,,,,,,,,,,,
549,no,,,,,,,,,,,,
550,no,,,,,,,,,,,,
551,no,,,,,,,,,,,,
552,no,,,,,,,,,,,,
553,no,,,,,,,,,,,,
554,no,,,,,,,,,,,,
555,no,,,,,,,,,,,,
556,no,,,,,,,,,,,,
557,no,,,,,,,,,,,,
558,no,,,,,,,,,,,,
559,no,,,,,,,,,,,,
560,no,,,,,,,,,,,,
561,no,,,,,,,,,,,,
562,no,,,,,,,,,,,,
563,no,,,,,,,,,,,,
564,no,,,,,,,,,,,,
565,yes,THONG BROTHERS PROPERTY DEVT. SDN. BHD.,-,05-2415633,"No. 2a, Jalan 3/32a, Off Batu  6 1/2, Jalan Kepong, 52100, Kuala Lumpur, Wp Kuala Lumpur","35 Jalan Hussein, 30250, Kinta, Perak",Aktif,1,565-1,Taman Melati,Perak,Hilir Perak,
566,no,,,,,,,,,,,,
567,no,,,,,,,,,,,,
568,no,,,,,,,,,,,,
569,no,,,,,,,,,,,,
570,no,,,,,,,,,,,,
571,no,,,,,,,,,,,,
572,yes,I & P INDERAWASIH JAYA SDN. BHD,-,03-42597600,"24-31, Jalan Setiawangsa 8, Taman Setiawangsa,, 54200, Kuala Lumpur, Wp Kuala Lumpur","24-31,jalan Setiawangsa 8,taman Setiawangsa., 54200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,3,572-1,Taman Inderawasih,-,-,
573,no,,,,,,,,,,,,
574,no,,,,,,,,,,,,
575,no,,,,,,,,,,,,
576,no,,,,,,,,,,,,
577,no,,,,,,,,,,,,
578,yes,PEMBANGUNAN PERUMAHAN ASEAN SDN. BHD.,-,,-,-,Aktif,2,578-1,Taman Asean,-,-,
579,no,,,,,,,,,,,,
580,no,,,,,,,,,,,,
581,yes,SATO AMOY CONST. (M) SDN. BHD,-,,-,-,Aktif,1,581-1,"Lot 38085 , 38048 , 38047 , 38071.",-,-,
582,yes,ENG DEVELOPMENT CO. SDN. BHD.,enggroup@tm.net.my,6063357080,"No. 12, Blok A, Plaza Wang, Jalan Tun Perak, 75300, Melaka Tengah, Melaka","No.53k, 1st Floor, Jalan Ong Kim Wee, 75300, Melaka Tengah, Melaka",Aktif,20,582-1,Taman Sri Menanti                               ,-,-,
583,no,,,,,,,,,,,,
584,yes,LOH HOLDINGS SDN. BHD.,-,,-,-,Aktif,5,584-1,Taman Sri Jempul,-,-,
585,no,,,,,,,,,,,,
586,no,,,,,,,,,,,,
587,no,,,,,,,,,,,,
588,no,,,,,,,,,,,,
589,no,,,,,,,,,,,,
590,no,,,,,,,,,,,,
591,no,,,,,,,,,,,,
592,no,,,,,,,,,,,,
593,no,,,,,,,,,,,,
594,no,,,,,,,,,,,,
595,no,,,,,,,,,,,,
596,no,,,,,,,,,,,,
597,yes,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,nur.nasihan.razak@simedarbyproperty.com,0378495299,"Kl East Operation Office, Lot Pt 3638, Off Middle Ring Road 2, Desa Melawati, 53100, Petaling , Wp Kuala Lumpur","Level 10, Block G, No. 2, Jalan Pju 1a/7a, Ara Damansara, Pju 1a, 47301, Petaling , Selangor",Aktif,15,597-1,Taman Melawati,-,-,
598,no,,,,,,,,,,,,
599,no,,,,,,,,,,,,
600,no,,,,,,,,,,,,
601,no,,,,,,,,,,,,
602,no,,,,,,,,,,,,
603,no,,,,,,,,,,,,
604,no,,,,,,,,,,,,
605,no,,,,,,,,,,,,
606,no,,,,,,,,,,,,
607,no,,,,,,,,,,,,
608,no,,,,,,,,,,,,
609,yes,CHIN NAM BEE DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,3,609-1,Taman Yong Peng Jaya,-,-,
610,no,,,,,,,,,,,,
611,no,,,,,,,,,,,,
612,no,,,,,,,,,,,,
613,no,,,,,,,,,,,,
614,no,,,,,,,,,,,,
615,no,,,,,,,,,,,,
616,yes,KENLIBENZ PROPERTIES SDN. BHD,-,,-,-,Aktif,2,616-1,Ta,-,-,
617,no,,,,,,,,,,,,
618,no,,,,,,,,,,,,
619,no,,,,,,,,,,,,
620,no,,,,,,,,,,,,
621,no,,,,,,,,,,,,
622,no,,,,,,,,,,,,
623,no,,,,,,,,,,,,
624,no,,,,,,,,,,,,
625,no,,,,,,,,,,,,
626,no,,,,,,,,,,,,
627,no,,,,,,,,,,,,
628,no,,,,,,,,,,,,
629,no,,,,,,,,,,,,
630,no,,,,,,,,,,,,
631,no,,,,,,,,,,,,
632,no,,,,,,,,,,,,
633,no,,,,,,,,,,,,
634,no,,,,,,,,,,,,
635,no,,,,,,,,,,,,
636,no,,,,,,,,,,,,
637,no,,,,,,,,,,,,
638,no,,,,,,,,,,,,
639,no,,,,,,,,,,,,
640,no,,,,,,,,,,,,
641,no,,,,,,,,,,,,
642,no,,,,,,,,,,,,
643,no,,,,,,,,,,,,
644,no,,,,,,,,,,,,
645,no,,,,,,,,,,,,
646,yes,GOH TIONG SIN CONSTRUCTION SDN. BHD.,-,,-,-,Aktif,2,646-1,Taman Suria,-,-,
647,no,,,,,,,,,,,,
648,no,,,,,,,,,,,,
649,no,,,,,,,,,,,,
650,no,,,,,,,,,,,,
651,no,,,,,,,,,,,,
652,no,,,,,,,,,,,,
653,no,,,,,,,,,,,,
654,no,,,,,,,,,,,,
655,no,,,,,,,,,,,,
656,no,,,,,,,,,,,,
657,no,,,,,,,,,,,,
658,no,,,,,,,,,,,,
659,no,,,,,,,,,,,,
660,no,,,,,,,,,,,,
661,no,,,,,,,,,,,,
662,no,,,,,,,,,,,,
663,yes,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,ktndev@yahoo.com,,"126, Jalan Teluk Sisek, 25000, Kuantan, Pahang","158-160,tingkat 2, Jalan Teluk Sisek,  , 25050, Kuantan, Pahang",Aktif,21,663-1,Lot 69,-,-,
664,no,,,,,,,,,,,,
665,no,,,,,,,,,,,,
666,no,,,,,,,,,,,,
667,no,,,,,,,,,,,,
668,no,,,,,,,,,,,,
669,no,,,,,,,,,,,,
670,no,,,,,,,,,,,,
671,no,,,,,,,,,,,,
672,no,,,,,,,,,,,,
673,yes,PELANGI SDN. BHD.,pelangi-sales@spsetia.com,072412255,"Wisma S P Setia S1-0106-0109, S20110-0112, S3-0111, Jalan Indah 15, Taman Bukit Indah, 79100, Johor Bahru, Johor","S P Setia Berhad Corporate Hq,, No. 12, Persiaran Setia Dagang,, Setia Alam, Seksyen U13,, 40170, Petaling , Selangor",Aktif,12,673-1,Taman Pelangi,-,-,
674,no,,,,,,,,,,,,
675,no,,,,,,,,,,,,
676,no,,,,,,,,,,,,
677,no,,,,,,,,,,,,
678,no,,,,,,,,,,,,
679,no,,,,,,,,,,,,
680,no,,,,,,,,,,,,
681,no,,,,,,,,,,,,
682,no,,,,,,,,,,,,
683,yes,KANG GIAP (PERLIS) SDN. BHD.,-,,-,-,Aktif,2,683-1,Taman Perlis,-,-,
684,no,,,,,,,,,,,,
685,no,,,,,,,,,,,,
686,yes,TAMAN UDA-MURNI SDN. BHD.,-,,-,-,Aktif,2,686-1,Taman Murni Permai,-,-,
687,no,,,,,,,,,,,,
688,no,,,,,,,,,,,,
689,no,,,,,,,,,,,,
690,no,,,,,,,,,,,,
691,no,,,,,,,,,,,,
692,no,,,,,,,,,,,,
693,no,,,,,,,,,,,,
694,no,,,,,,,,,,,,
695,no,,,,,,,,,,,,
696,yes,TEH TENG SENG REALTY SDN. BHD.,-,,"No. 227, 5th Floor, Plaza Teh Teng Seng, Jalan Kampar, 30250, Kinta, Perak","111, Jalan Dato' Onn Jaafar, 2nd Floor, 30300, Kinta, Perak",Aktif,11,696-1,Taman Seri Gajah,-,-,
697,no,,,,,,,,,,,,
698,no,,,,,,,,,,,,
699,no,,,,,,,,,,,,
700,no,,,,,,,,,,,,
701,no,,,,,,,,,,,,
702,no,,,,,,,,,,,,
703,no,,,,,,,,,,,,
704,no,,,,,,,,,,,,
705,yes,NAM TAK REALTY SDN. BHD.,-,,-,-,Aktif,2,705-1,Taman Sri Mujur,-,-,
706,no,,,,,,,,,,,,
707,yes,TAMPOI INVESTMENT CO. SDN. BHD.,-,,-,-,Aktif,1,707-1,Taman Gembira,-,-,
708,no,,,,,,,,,,,,
709,yes,ENG ANN REALTY COMPANY (KLANG) SDN BHD,-,,"3rd Floor, Brem House, Crystal Crown Hotel, No.12, Lorong Utara A, Off Jalan Utara                      , 46200, Petaling , Selangor","Tkt 3,brem House, Crystal Crown Hotel, No.12,lrg.utara A, 46200, Petaling , Selangor",Aktif,3,709-1,Taman Pertama,-,-,
710,no,,,,,,,,,,,,
711,no,,,,,,,,,,,,
712,no,,,,,,,,,,,,
713,yes,PERBIBA SDN. BHD.,-,,-,-,Aktif,9,713-1,Pekan Razaki,-,-,
714,no,,,,,,,,,,,,
715,no,,,,,,,,,,,,
716,no,,,,,,,,,,,,
717,no,,,,,,,,,,,,
718,no,,,,,,,,,,,,
719,no,,,,,,,,,,,,
720,no,,,,,,,,,,,,
721,no,,,,,,,,,,,,
722,no,,,,,,,,,,,,
723,no,,,,,,,,,,,,
724,no,,,,,,,,,,,,
725,no,,,,,,,,,,,,
726,no,,,,,,,,,,,,
727,no,,,,,,,,,,,,
728,no,,,,,,,,,,,,
729,no,,,,,,,,,,,,
730,no,,,,,,,,,,,,
731,no,,,,,,,,,,,,
732,no,,,,,,,,,,,,
733,no,,,,,,,,,,,,
734,yes,TTDI DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,8,734-1,Taman Tun Dr. Ismail,-,-,
735,no,,,,,,,,,,,,
736,no,,,,,,,,,,,,
737,no,,,,,,,,,,,,
738,no,,,,,,,,,,,,
739,no,,,,,,,,,,,,
740,no,,,,,,,,,,,,
741,no,,,,,,,,,,,,
742,yes,GOLDEN DRAGON GARDEN SDN. BHD,-,,-,-,Aktif,3,742-1,Taman Emas (p1),-,-,
743,no,,,,,,,,,,,,
744,no,,,,,,,,,,,,
745,no,,,,,,,,,,,,
746,no,,,,,,,,,,,,
747,no,,,,,,,,,,,,
748,no,,,,,,,,,,,,
749,no,,,,,,,,,,,,
750,no,,,,,,,,,,,,
751,no,,,,,,,,,,,,
752,no,,,,,,,,,,,,
753,no,,,,,,,,,,,,
754,no,,,,,,,,,,,,
755,no,,,,,,,,,,,,
756,no,,,,,,,,,,,,
757,no,,,,,,,,,,,,
758,no,,,,,,,,,,,,
759,no,,,,,,,,,,,,
760,yes,FOCK WAH DEVELOPMENT SDN. BHD.,-,09-5137976,"A-1, Tingakt Bawah, Bloka , Lorong Sekilau 22, Bukit Sekilau, 25200, Kuantan, Pahang","112, Tingkat 1, Blok A, Lorong Seri Teruntum 1, Medan Warisan, 25100, Kuantan, Pahang",Aktif,10,760-1,Taman Bertuah (fail Lama),-,-,
761,yes,GOLDEN CITY DEVELOPMENT SDN. BHD.,-,,"Level 5, No. 75, Jalan Bukit Bintang, 55100, Kuala Lumpur, Wp Kuala Lumpur","No. 90, Jalan Alor, 55100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,12,761-1,Taman Rasa Sayang ,-,-,
762,no,,,,,,,,,,,,
763,no,,,,,,,,,,,,
764,no,,,,,,,,,,,,
765,no,,,,,,,,,,,,
766,no,,,,,,,,,,,,
767,no,,,,,,,,,,,,
768,no,,,,,,,,,,,,
769,no,,,,,,,,,,,,
770,no,,,,,,,,,,,,
771,no,,,,,,,,,,,,
772,no,,,,,,,,,,,,
773,no,,,,,,,,,,,,
774,no,,,,,,,,,,,,
775,no,,,,,,,,,,,,
776,no,,,,,,,,,,,,
777,no,,,,,,,,,,,,
778,no,,,,,,,,,,,,
779,no,,,,,,,,,,,,
780,yes,CHIIN HO REALTY DEVELOPMENT (M) SDN. BHD.,-,,-,-,Aktif,3,780-1,Taman Sentosa Fasa Ii,-,-,
781,no,,,,,,,,,,,,
782,no,,,,,,,,,,,,
783,no,,,,,,,,,,,,
784,no,,,,,,,,,,,,
785,no,,,,,,,,,,,,
786,no,,,,,,,,,,,,
787,no,,,,,,,,,,,,
788,no,,,,,,,,,,,,
789,yes,CLONLEE REALTY SDN. BHD.,clonlee_realty@yahoo.com.my,06-4411461,"564 Taman Clonlee, 73000, Tampin, Negeri Sembilan","Suite B, 1st Floor, 40,jalan Tunku Hassan, 70000, Seremban, Negeri Sembilan",Aktif,1,789-1,Taman Clonlee,Negeri Sembilan,Tampin,
790,yes,CHIP AIK REALTY CO. SDN. BHD.,chipaik@gmail.com,06-7625518,"47, Jalan Tunku Hassan, 70000, Seremban, Negeri Sembilan","47, Jalan Tunku Hassan, 70000, Seremban, Negeri Sembilan",Aktif,4,790-1,Xxx,-,-,
791,no,,,,,,,,,,,,
792,yes,NG CHEE YEW SDN. BHD.,-,,-,-,Aktif,1,792-1,Taman Bukit Kaya,-,-,
793,yes,LEONG AUN ENTERPRISE SDN. BHD.,-,,-,-,Aktif,5,793-1,Taman Timur,-,-,
794,no,,,,,,,,,,,,
795,no,,,,,,,,,,,,
796,no,,,,,,,,,,,,
797,no,,,,,,,,,,,,
798,no,,,,,,,,,,,,
799,no,,,,,,,,,,,,
800,no,,,,,,,,,,,,
801,yes,NAM CHOON DEVELOPERS SDN. BHD.,-,09-5164491,"30/32 Jalan Telok Sisek, 25700, Kuantan, Pahang","30/32 Jalan Telok Sisek, 25700, Kuantan, Pahang",Aktif,6,801-1,Taman Setongkol,-,-,
802,no,,,,,,,,,,,,
803,no,,,,,,,,,,,,
804,no,,,,,,,,,,,,
805,no,,,,,,,,,,,,
806,no,,,,,,,,,,,,
807,no,,,,,,,,,,,,
808,no,,,,,,,,,,,,
809,no,,,,,,,,,,,,
810,no,,,,,,,,,,,,
811,no,,,,,,,,,,,,
812,no,,,,,,,,,,,,
813,no,,,,,,,,,,,,
814,no,,,,,,,,,,,,
815,no,,,,,,,,,,,,
816,no,,,,,,,,,,,,
817,yes,UNIPHOENIX JAYA SDN. BHD.,annie@fiamma.com.my,0362798995,"Wisma Fiamma, No.20, Jalan 7a/62a, Bandar Menjalara, 52200, Kuala Lumpur, Wp Kuala Lumpur","12th Floor, Menara Symphony,, No. 5, Jalan Prof. Khoo Kay Kim,, Seksyen 13,, 46200, Petaling , Selangor",Aktif,1,817-1,Taman Kota Jaya,Johor,Kota Tinggi,
818,no,,,,,,,,,,,,
819,no,,,,,,,,,,,,
820,no,,,,,,,,,,,,
821,no,,,,,,,,,,,,
822,no,,,,,,,,,,,,
823,no,,,,,,,,,,,,
824,no,,,,,,,,,,,,
825,no,,,,,,,,,,,,
826,no,,,,,,,,,,,,
827,no,,,,,,,,,,,,
828,no,,,,,,,,,,,,
829,yes,USAHA EHSAN SDN. BHD.,-,,-,-,Aktif,1,829-1,Taman Ehsan Fasa-3b (p1),-,-,
830,no,,,,,,,,,,,,
831,no,,,,,,,,,,,,
832,no,,,,,,,,,,,,
833,no,,,,,,,,,,,,
834,no,,,,,,,,,,,,
835,yes,PERMAS JAYA SDN. BHD.,thgan@brdb.com.my,073871333,"#g-33 Blok A, Permas Mall, No. 3 Jalan Permas Utara, Bandar Baru Permas Jaya, 81750, Johor Bahru, Johor","Level 11 Menara Brdb, 285 Jalan Maarof, Bukit Bandaraya, 59000, Kuala Lumpur, Wp Kuala Lumpur",Aktif,15,835-1,Bandar Baru Permas Jaya Dua,Johor,Johor Bahru,
836,yes,HARIMAU HOUSING DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,836-1,Bandar Baru Permas Jaya,-,-,
837,no,,,,,,,,,,,,
838,no,,,,,,,,,,,,
839,yes,LANDBANQ SDN. BHD.,-,,-,-,Aktif,2,839-1,Taman Lake View,-,-,
840,no,,,,,,,,,,,,
841,no,,,,,,,,,,,,
842,no,,,,,,,,,,,,
843,no,,,,,,,,,,,,
844,no,,,,,,,,,,,,
845,no,,,,,,,,,,,,
846,no,,,,,,,,,,,,
847,yes,LEONG WAN DEVELOPMENT SDN. BHD.,-,,"No.42,tingkat 1, Jalan Haji Abdul Aziz, 25000, Kuantan, Pahang","No.87,(1st Floor),jalan Haji Abdul Aziz., 25000, Kuantan, Pahang",Aktif,9,847-1,Taman Telok Sisek,-,-,
848,no,,,,,,,,,,,,
849,no,,,,,,,,,,,,
850,no,,,,,,,,,,,,
851,no,,,,,,,,,,,,
852,no,,,,,,,,,,,,
853,no,,,,,,,,,,,,
854,no,,,,,,,,,,,,
855,yes,SOGA SDN. BHD,mkt@pcd.lion.com.my,03-21622999,"Tingkat 14,menara Citibank,no 165 Jalan Ampang, 50450, Kuala Lumpur, Wp Kuala Lumpur","Tingkat 14,menara Citibank,no 165 Jalan Ampang, 50450, Kuala Lumpur, Wp Kuala Lumpur",Aktif,4,855-1,Taman Soga,-,-,
856,no,,,,,,,,,,,,
857,no,,,,,,,,,,,,
858,no,,,,,,,,,,,,
859,no,,,,,,,,,,,,
860,no,,,,,,,,,,,,
861,no,,,,,,,,,,,,
862,no,,,,,,,,,,,,
863,no,,,,,,,,,,,,
864,no,,,,,,,,,,,,
865,no,,,,,,,,,,,,
866,no,,,,,,,,,,,,
867,no,,,,,,,,,,,,
868,no,,,,,,,,,,,,
869,no,,,,,,,,,,,,
870,no,,,,,,,,,,,,
871,no,,,,,,,,,,,,
872,no,,,,,,,,,,,,
873,no,,,,,,,,,,,,
874,no,,,,,,,,,,,,
875,no,,,,,,,,,,,,
876,no,,,,,,,,,,,,
877,no,,,,,,,,,,,,
878,no,,,,,,,,,,,,
879,no,,,,,,,,,,,,
880,no,,,,,,,,,,,,
881,no,,,,,,,,,,,,
882,no,,,,,,,,,,,,
883,no,,,,,,,,,,,,
884,no,,,,,,,,,,,,
885,yes,BONDS CORPORATION SDN. BHD.,-,,-,-,Aktif,2,885-1,Desa Cheras,-,-,
886,no,,,,,,,,,,,,
887,yes,BANDAR PARK SDN. BHD.,TIADA,03-42579899,"Lot 1537, Jalan Pengkalan, Bandar Lahat Baru, 31500 Lahat, Ipoh, 31500, Kinta, Perak","No. 332a-19, 19th Floor, Plaza Ampang City, Jalan Ampang, 50450 Kuala Lumpur, 50450, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,887-1,Bandar Lahat Baru,-,-,
888,no,,,,,,,,,,,,
889,no,,,,,,,,,,,,
890,no,,,,,,,,,,,,
891,no,,,,,,,,,,,,
892,no,,,,,,,,,,,,
893,no,,,,,,,,,,,,
894,no,,,,,,,,,,,,
895,no,,,,,,,,,,,,
896,no,,,,,,,,,,,,
897,yes,PEMBANGUNAN FARLIM SDN. BHD,-,,-,-,Aktif,1,897-1,Taman Raud Utama,-,-,
898,no,,,,,,,,,,,,
899,no,,,,,,,,,,,,
900,no,,,,,,,,,,,,
901,no,,,,,,,,,,,,
902,no,,,,,,,,,,,,
903,no,,,,,,,,,,,,
904,yes,MERITAGE LAND SDN. BHD.,ocsb23@gmail.com,095664022,"B-12, Tingkat 2, Lorong Haji Ahmad, 10, Sri Pahang Business Centre, 25300, Kuantan, Pahang","B-38,1st Floor, Lorong Sri Teruntum 139, Off Jalan Bukit Ubi, 25100, Kuantan, Pahang",Aktif,7,904-1,Taman Sri Air Putih (p1),-,-,
905,no,,,,,,,,,,,,
906,no,,,,,,,,,,,,
907,yes,YU LEE REALTY SDN. BHD.,-,,-,-,Aktif,3,907-1,Taman Seri Bukit,-,-,
908,no,,,,,,,,,,,,
909,no,,,,,,,,,,,,
910,yes,SYARIKAT KAR KING SDN. BHD,-,05-3218519,"No.73, Jalan Pengkalan Barat, Taman Kar King, 31650, Kinta, Perak","No.73,jalan Pengkalan Barat,taman Kar King, 31650, Kinta, Perak",Aktif,6,910-1,Taman Mas,-,-,
911,yes,SRI PINANG DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,911-1,Sri Pinang,-,-,
912,no,,,,,,,,,,,,
913,no,,,,,,,,,,,,
914,no,,,,,,,,,,,,
915,no,,,,,,,,,,,,
916,no,,,,,,,,,,,,
917,no,,,,,,,,,,,,
918,no,,,,,,,,,,,,
919,no,,,,,,,,,,,,
920,yes,CHIP HOCK REALTY & DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,5,920-1,Taman Bukit Melaka - Fasa Iii,-,-,
921,no,,,,,,,,,,,,
922,no,,,,,,,,,,,,
923,no,,,,,,,,,,,,
924,no,,,,,,,,,,,,
925,no,,,,,,,,,,,,
926,no,,,,,,,,,,,,
927,no,,,,,,,,,,,,
928,no,,,,,,,,,,,,
929,no,,,,,,,,,,,,
930,yes,SYARIKAT JAYA DIRI KEMAJUAN SDN. BHD.,-,,"Jalan Rahmat, Batu Pahat, 83000, Batu Pahat, Johor","No.176a, Jalan Rugayah, 83000, Batu Pahat, Johor",Aktif,13,930-1,Taman Mutiara,-,-,
931,yes,SYARIKAT SAKAN SENDIRIAN BERHAD,sakanhome@gmail.com,,"120a, Taman Nakishah, Jalan Datuk Kumbar, 05450, Kota Setar, Kedah","1465, 1st Floor, Jln Teratai, Taman Sultan Badlishah, 05150, Kota Setar, Kedah",Aktif,18,931-1,Taman Shahab,Kedah,Kota Setar,
932,no,,,,,,,,,,,,
933,no,,,,,,,,,,,,
934,no,,,,,,,,,,,,
935,no,,,,,,,,,,,,
936,no,,,,,,,,,,,,
937,no,,,,,,,,,,,,
938,no,,,,,,,,,,,,
939,no,,,,,,,,,,,,
940,no,,,,,,,,,,,,
941,no,,,,,,,,,,,,
942,no,,,,,,,,,,,,
943,no,,,,,,,,,,,,
944,no,,,,,,,,,,,,
945,no,,,,,,,,,,,,
946,no,,,,,,,,,,,,
947,no,,,,,,,,,,,,
948,no,,,,,,,,,,,,
949,no,,,,,,,,,,,,
950,no,,,,,,,,,,,,
951,no,,,,,,,,,,,,
952,no,,,,,,,,,,,,
953,no,,,,,,,,,,,,
954,no,,,,,,,,,,,,
955,no,,,,,,,,,,,,
956,no,,,,,,,,,,,,
957,no,,,,,,,,,,,,
958,no,,,,,,,,,,,,
959,no,,,,,,,,,,,,
960,no,,,,,,,,,,,,
961,no,,,,,,,,,,,,
962,no,,,,,,,,,,,,
963,no,,,,,,,,,,,,
964,no,,,,,,,,,,,,
965,no,,,,,,,,,,,,
966,no,,,,,,,,,,,,
967,no,,,,,,,,,,,,
968,no,,,,,,,,,,,,
969,no,,,,,,,,,,,,
970,no,,,,,,,,,,,,
971,no,,,,,,,,,,,,
972,no,,,,,,,,,,,,
973,no,,,,,,,,,,,,
974,no,,,,,,,,,,,,
975,no,,,,,,,,,,,,
976,no,,,,,,,,,,,,
977,no,,,,,,,,,,,,
978,yes,PANTAI VIEW SDN. BHD.,-,,-,-,Aktif,1,978-1,Pantai View,-,-,
979,no,,,,,,,,,,,,
980,no,,,,,,,,,,,,
981,no,,,,,,,,,,,,
982,yes,BESERI JAYA ENTERPRISE SDN. BHD.,-,,-,-,Aktif,6,982-1,Perumahan Awam Sg. Petani,-,-,
983,no,,,,,,,,,,,,
984,no,,,,,,,,,,,,
985,no,,,,,,,,,,,,
986,no,,,,,,,,,,,,
987,no,,,,,,,,,,,,
988,no,,,,,,,,,,,,
989,no,,,,,,,,,,,,
990,no,,,,,,,,,,,,
991,no,,,,,,,,,,,,
992,no,,,,,,,,,,,,
993,no,,,,,,,,,,,,
994,no,,,,,,,,,,,,
995,no,,,,,,,,,,,,
996,no,,,,,,,,,,,,
997,no,,,,,,,,,,,,
998,no,,,,,,,,,,,,
999,no,,,,,,,,,,,,
1000,no,,,,,,,,,,,,
1001,no,,,,,,,,,,,,
1002,yes,PULAU INDAH SDN. BHD.,-,,-,-,Aktif,1,1002-1,Taman Indah,-,-,
1003,no,,,,,,,,,,,,
1004,no,,,,,,,,,,,,
1005,no,,,,,,,,,,,,
1006,no,,,,,,,,,,,,
1007,no,,,,,,,,,,,,
1008,no,,,,,,,,,,,,
1009,no,,,,,,,,,,,,
1010,no,,,,,,,,,,,,
1011,no,,,,,,,,,,,,
